date,entity_name,location_address,location_coordinates
2017-03-05,Dua Lipa,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2017-03-06,Angela Merkel,"France, Versailles","[2.1266886, 48.8035403]"
2017-03-07,The Weeknd,"England, London","[-0.1276474, 51.5073219]"
2017-03-07,Dua Lipa,"United States, Atlanta","[-84.3902644, 33.7489924]"
2017-03-08,The Weeknd,"England, London","[-0.1276474, 51.5073219]"
2017-03-08,Dua Lipa,"United States, Orlando","[-81.3790304, 28.5421109]"
2017-03-09,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-03-09,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-03-09,Justin Trudeau,"United States, Houston","[-95.3676974, 29.7589382]"
2017-03-09,Dua Lipa,"United States, St. Petersburg","[-82.6695085, 27.7703796]"
2017-03-10,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-03-10,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-03-10,The Weeknd,"Scotland, Glasgow","[-4.2488787, 55.8609825]"
2017-03-10,Justin Trudeau,"United States, Houston","[-95.3676974, 29.7589382]"
2017-03-11,The Weeknd,"England, Newcastle","[-1.6131572, 54.9738474]"
2017-03-11,Dua Lipa,"United States, Houston","[-95.3676974, 29.7589382]"
2017-03-12,Dua Lipa,"United States, Dallas","[-96.7968559, 32.7762719]"
2017-03-13,The Weeknd,"England, Birmingham","[-1.9026911, 52.4796992]"
2017-03-14,The Weeknd,"England, Leeds","[-1.5437941, 53.7974185]"
2017-03-14,Justin Trudeau,"United States, Broadway","[-73.9884581, 40.7468736]"
2017-03-14,Dua Lipa,"United States, Phoenix","[-112.0741417, 33.4484367]"
2017-03-15,Donald Trump,"Michigan, Ypsilanti","[-83.613055, 42.2410562]"
2017-03-15,Donald Trump,"Tennessee, Nashville","[-86.7742984, 36.1622767]"
2017-03-15,Justin Trudeau,"United States, Broadway","[-73.9884581, 40.7468736]"
2017-03-15,Dua Lipa,"United States, Los Angeles","[-118.242766, 34.0536909]"
2017-03-15,Rex Tillerson,"Japan, Tokyo","[139.7594549, 35.6828387]"
2017-03-16,Ed Sheeran,"Italy, Turin","[7.6824892, 45.0677551]"
2017-03-16,Mauricio Macri,"Paraguay, Asunción","[-57.6343814, -25.2800459]"
2017-03-16,Justin Trudeau,"United States, Broadway","[-73.9884581, 40.7468736]"
2017-03-16,Rex Tillerson,"Japan, Tokyo","[139.7594549, 35.6828387]"
2017-03-17,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-03-17,Ed Sheeran,"Italy, Turin","[7.6824892, 45.0677551]"
2017-03-17,Lana Del Rey,"Texas, Austin","[-97.7436995, 30.2711286]"
2017-03-17,Dua Lipa,"United States, San Francisco","[-122.419906, 37.7790262]"
2017-03-17,Angela Merkel,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2017-03-17,Rex Tillerson,"Japan, Tokyo","[139.7594549, 35.6828387]"
2017-03-17,Rex Tillerson,"South Korea, Seoul","[126.9782914, 37.5666791]"
2017-03-18,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-03-18,Rex Tillerson,"China, Beijing","[116.3912757, 39.906217]"
2017-03-18,Rex Tillerson,"South Korea, Seoul","[126.9782914, 37.5666791]"
2017-03-19,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-03-19,Ed Sheeran,"Switzerland, Zürich","[8.5410422, 47.3744489]"
2017-03-19,Rex Tillerson,"China, Beijing","[116.3912757, 39.906217]"
2017-03-20,Ed Sheeran,"Germany, Munich","[11.5753822, 48.1371079]"
2017-03-20,Donald Trump,"Kentucky, Louisville","[-85.759407, 38.2542376]"
2017-03-22,Ed Sheeran,"Germany, Mannheim","[8.4673098, 49.4892913]"
2017-03-23,Ed Sheeran,"Germany, Cologne","[6.959974, 50.938361]"
2017-03-23,Jackie Evancho,"United States, Seattle","[-122.3300624, 47.6038321]"
2017-03-23,The Weeknd,"Colombia, Bogotá","[-74.083652, 4.6533326]"
2017-03-24,Angela Merkel,"Italy, Rome","[12.4829321, 41.8933203]"
2017-03-24,Jackie Evancho,"United States, Seattle","[-122.3300624, 47.6038321]"
2017-03-24,Angela Merkel,"Vatican, Vatican City","[12.453152716779822, 41.90381485]"
2017-03-25,Angela Merkel,"Italy, Rome","[12.4829321, 41.8933203]"
2017-03-25,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2017-03-25,Shawn Mendes,"Japan, Chiba","[140.118126, 35.609985]"
2017-03-26,Ed Sheeran,"Germany, Hamburg","[10.000654, 53.550341]"
2017-03-26,Andrzej Duda,"Slovenia, Ljubljana","[14.5068602, 46.0499803]"
2017-03-26,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2017-03-26,The Weeknd,"Brazil, São Paulo","[-46.6333824, -23.5506507]"
2017-03-26,Shawn Mendes,"Japan, Kobe","[135.1943764, 34.6932379]"
2017-03-27,Ed Sheeran,"Germany, Berlin","[13.3888599, 52.5170365]"
2017-03-27,Mauricio Macri,"Netherlands, Amsterdam","[4.8936041, 52.3727598]"
2017-03-27,Hassan Rouhani,"Russia, Moscow","[37.6174943, 55.7504461]"
2017-03-27,Andrzej Duda,"Slovenia, Ljubljana","[14.5068602, 46.0499803]"
2017-03-28,Ed Sheeran,"England, London","[-0.1276474, 51.5073219]"
2017-03-28,Mauricio Macri,"Netherlands, Amsterdam","[4.8936041, 52.3727598]"
2017-03-28,Hassan Rouhani,"Russia, Moscow","[37.6174943, 55.7504461]"
2017-03-30,Ed Sheeran,"Sweden, Stockholm","[18.0710935, 59.3251172]"
2017-03-30,Rex Tillerson,"Turkey, Ankara","[32.8540482, 39.9207886]"
2017-03-31,Rex Tillerson,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-03-31,Rex Tillerson,"Turkey, Ankara","[32.8540482, 39.9207886]"
2017-04-01,Ed Sheeran,"Denmark, Herning","[8.9746623, 56.1379757]"
2017-04-01,The Weeknd,"Argentina, Buenos Aires","[-58.4370894, -34.6075682]"
2017-04-02,Shawn Mendes,"Canada, Ottawa","[-75.6900574, 45.4211435]"
2017-04-02,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2017-04-02,The Weeknd,"Chile, Santiago","[-70.6504502, -33.4377756]"
2017-04-03,Theresa May,"Jordan, Amman","[35.9239625, 31.9515694]"
2017-04-03,Ed Sheeran,"Netherlands, Amsterdam","[4.8936041, 52.3727598]"
2017-04-04,Ed Sheeran,"Netherlands, Amsterdam","[4.8936041, 52.3727598]"
2017-04-04,Theresa May,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2017-04-05,Ed Sheeran,"Belgium, Antwerp","[4.3997081, 51.2211097]"
2017-04-05,Dua Lipa,"Italy, Milan","[9.1896346, 45.4641943]"
2017-04-05,Theresa May,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2017-04-06,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-04-06,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-04-06,Ed Sheeran,"France, Paris","[2.3200410217200766, 48.8588897]"
2017-04-06,Justin Trudeau,"United States, New York City","[-74.0060152, 40.7127281]"
2017-04-07,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-04-07,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-04-07,Dua Lipa,"Germany, Berlin","[13.3888599, 52.5170365]"
2017-04-08,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-04-08,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-04-08,Justin Trudeau,"France, Courseulles-sur-Mer","[-0.4572861, 49.3333884]"
2017-04-08,Justin Trudeau,"France, Lille","[3.0635282, 50.6365654]"
2017-04-08,Dua Lipa,"Germany, Cologne","[6.959974, 50.938361]"
2017-04-08,Ed Sheeran,"Spain, Madrid","[-3.7035825, 40.4167047]"
2017-04-09,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-04-09,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-04-09,Justin Trudeau,"France, Courseulles-sur-Mer","[-0.4572861, 49.3333884]"
2017-04-09,Justin Trudeau,"France, Lille","[3.0635282, 50.6365654]"
2017-04-09,Dua Lipa,"Netherlands, Utrecht","[5.12768396945229, 52.080985600000005]"
2017-04-09,Ed Sheeran,"Spain, Barcelona","[2.1774322, 41.3828939]"
2017-04-09,Rex Tillerson,"Italy, Pisa","[10.4018624, 43.7159395]"
2017-04-10,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-04-10,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-04-10,Justin Trudeau,"France, Courseulles-sur-Mer","[-0.4572861, 49.3333884]"
2017-04-10,Justin Trudeau,"France, Lille","[3.0635282, 50.6365654]"
2017-04-10,Paolo Gentiloni,"Spain, Madrid","[-3.7035825, 40.4167047]"
2017-04-10,Rex Tillerson,"Italy, Pisa","[10.4018624, 43.7159395]"
2017-04-11,Rex Tillerson,"Italy, Pisa","[10.4018624, 43.7159395]"
2017-04-11,Rex Tillerson,"Russia, Moscow","[37.6174943, 55.7504461]"
2017-04-12,Dua Lipa,"England, Manchester","[-2.2451148, 53.4794892]"
2017-04-12,Ed Sheeran,"Ireland, Dublin","[-6.2602732, 53.3497645]"
2017-04-12,Rex Tillerson,"Russia, Moscow","[37.6174943, 55.7504461]"
2017-04-13,Dua Lipa,"England, London","[-0.1276474, 51.5073219]"
2017-04-13,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-04-13,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-04-13,Ed Sheeran,"Ireland, Dublin","[-6.2602732, 53.3497645]"
2017-04-13,Rex Tillerson,"Russia, Moscow","[37.6174943, 55.7504461]"
2017-04-14,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-04-14,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-04-14,Vladimir Putin,"Kyrgyzstan, Bishkek","[74.6070079, 42.8765615]"
2017-04-15,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-04-15,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-04-16,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-04-16,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-04-16,Ed Sheeran,"Scotland, Glasgow","[-4.2488787, 55.8609825]"
2017-04-17,Ed Sheeran,"Scotland, Glasgow","[-4.2488787, 55.8609825]"
2017-04-18,Donald Trump,"Wisconsin, Kenosha","[-87.8212263, 42.5846773]"
2017-04-19,Ed Sheeran,"England, Newcastle","[-1.6131572, 54.9738474]"
2017-04-19,Paolo Gentiloni,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2017-04-20,Paolo Gentiloni,"Canada, Ottawa","[-75.6900574, 45.4211435]"
2017-04-20,Ed Sheeran,"England, Newcastle","[-1.6131572, 54.9738474]"
2017-04-20,Paolo Gentiloni,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2017-04-21,Paolo Gentiloni,"Canada, Ottawa","[-75.6900574, 45.4211435]"
2017-04-22,Ed Sheeran,"England, Manchester","[-2.2451148, 53.4794892]"
2017-04-22,Donald Trump,"Maryland, Bethesda","[-77.12335871396549, 38.98127255]"
2017-04-22,Andrzej Duda,"Mexico, Mexico City","[-99.1331785, 19.4326296]"
2017-04-23,Ed Sheeran,"England, Manchester","[-2.2451148, 53.4794892]"
2017-04-23,Andrzej Duda,"Mexico, Mexico City","[-99.1331785, 19.4326296]"
2017-04-24,Andrzej Duda,"Mexico, Mexico City","[-99.1331785, 19.4326296]"
2017-04-25,The Weeknd,"Canada, Vancouver","[-123.113952, 49.2608724]"
2017-04-25,Ed Sheeran,"England, Nottingham","[-1.1496461, 52.9534193]"
2017-04-25,Andrzej Duda,"Mexico, Mexico City","[-99.1331785, 19.4326296]"
2017-04-26,Ed Sheeran,"England, Nottingham","[-1.1496461, 52.9534193]"
2017-04-26,Mauricio Macri,"United States, Houston","[-95.3676974, 29.7589382]"
2017-04-26,The Weeknd,"United States, Seattle","[-122.3300624, 47.6038321]"
2017-04-26,Mauricio Macri,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2017-04-27,Mauricio Macri,"United States, Houston","[-95.3676974, 29.7589382]"
2017-04-27,R5,"United States, New York City","[-74.0060152, 40.7127281]"
2017-04-27,Mauricio Macri,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2017-04-27,Shawn Mendes,"Scotland, Glasgow","[-4.2488787, 55.8609825]"
2017-04-28,Ed Sheeran,"England, Birmingham","[-1.9026911, 52.4796992]"
2017-04-28,Donald Trump,"Georgia, Atlanta","[-84.3902644, 33.7489924]"
2017-04-28,Ariana Grande,"United States, Los Angeles","[-118.242766, 34.0536909]"
2017-04-28,The Weeknd,"United States, San Jose","[-121.890583, 37.3361905]"
2017-04-28,Shawn Mendes,"England, Manchester","[-2.2451148, 53.4794892]"
2017-04-29,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-04-29,Ed Sheeran,"England, Birmingham","[-1.9026911, 52.4796992]"
2017-04-29,Donald Trump,"Pennsylvania, Harrisburg","[-76.8861122, 40.2663107]"
2017-04-29,The Weeknd,"United States, Inglewood","[-118.353132, 33.9562003]"
2017-04-30,Paolo Gentiloni,"Kuwait, Kuwait City","[47.9735629, 29.3797091]"
2017-04-30,Angela Merkel,"Saudi Arabia, Jeddah","[39.1653612, 21.5810088]"
2017-04-30,The Weeknd,"United States, Inglewood","[-118.353132, 33.9562003]"
2017-04-30,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2017-04-30,Shawn Mendes,"Germany, Oberhausen","[6.8514435, 51.4696137]"
2017-05-01,Ed Sheeran,"England, London","[-0.1276474, 51.5073219]"
2017-05-01,Paolo Gentiloni,"Kuwait, Kuwait City","[47.9735629, 29.3797091]"
2017-05-01,Angela Merkel,"United Arab Emirates, Abu Dhabi","[54.3774014, 24.4538352]"
2017-05-01,Katy Perry,"United States, New York City","[-74.0060152, 40.7127281]"
2017-05-01,Shawn Mendes,"Netherlands, Amsterdam","[4.8936041, 52.3727598]"
2017-05-02,Ed Sheeran,"England, London","[-0.1276474, 51.5073219]"
2017-05-02,Angela Merkel,"Russia, Sochi","[39.723109, 43.5854823]"
2017-05-02,The Weeknd,"United States, Phoenix","[-112.0741417, 33.4484367]"
2017-05-03,Ed Sheeran,"England, London","[-0.1276474, 51.5073219]"
2017-05-03,Shawn Mendes,"Germany, Berlin","[13.3888599, 52.5170365]"
2017-05-04,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2017-05-04,Donald Trump,"New York, New York City","[-73.9623427, 40.7587979]"
2017-05-04,The Weeknd,"United States, Dallas","[-96.7968559, 32.7762719]"
2017-05-04,Katy Perry,"United States, New York City","[-74.0060152, 40.7127281]"
2017-05-04,Shawn Mendes,"Austria, Vienna","[16.3725042, 48.2083537]"
2017-05-05,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2017-05-06,Andrzej Duda,"Ethiopia, Addis Ababa","[38.7612525, 9.0107934]"
2017-05-06,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2017-05-06,The Weeknd,"United States, Houston","[-95.3676974, 29.7589382]"
2017-05-06,Shawn Mendes,"Italy, Milan","[9.1896346, 45.4641943]"
2017-05-07,Andrzej Duda,"Ethiopia, Addis Ababa","[38.7612525, 9.0107934]"
2017-05-07,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2017-05-08,Andrzej Duda,"Ethiopia, Addis Ababa","[38.7612525, 9.0107934]"
2017-05-09,Jean-Michel Jarre,"Canada, Toronto","[-79.3839347, 43.6534817]"
2017-05-09,Andrzej Duda,"Ethiopia, Addis Ababa","[38.7612525, 9.0107934]"
2017-05-09,The Weeknd,"United States, New Orleans","[-90.0701156, 29.9499323]"
2017-05-09,Shawn Mendes,"Spain, Madrid","[-3.7035825, 40.4167047]"
2017-05-10,Andrzej Duda,"Ethiopia, Addis Ababa","[38.7612525, 9.0107934]"
2017-05-10,Shawn Mendes,"Portugal, Lisbon","[-9.1365919, 38.7077507]"
2017-05-11,Jean-Michel Jarre,"Canada, Montreal","[-73.5698065, 45.5031824]"
2017-05-11,R5,"United States, Los Angeles","[-118.242766, 34.0536909]"
2017-05-11,The Weeknd,"United States, Sunrise","[-80.2787573, 26.1666888]"
2017-05-12,Mauricio Macri,"United Arab Emirates, Dubai","[55.2924914, 25.2653471]"
2017-05-12,The Weeknd,"United States, Tampa","[-82.458444, 27.9477595]"
2017-05-12,Shawn Mendes,"Spain, Barcelona","[2.1774322, 41.3828939]"
2017-05-13,Ed Sheeran,"Peru, Lima","[-77.0365256, -12.0621065]"
2017-05-13,The Weeknd,"United States, Atlanta","[-84.3902644, 33.7489924]"
2017-05-13,Miley Cyrus,"United States, California, Carson","[-118.2517547, 33.8322043]"
2017-05-13,Katy Perry,"United States, Carson","[-101.3353895, 35.3636563]"
2017-05-13,Donald Trump,"Virginia, Lynchburg","[-79.1422464, 37.4137536]"
2017-05-14,Vladimir Putin,"China, Beijing","[116.3912757, 39.906217]"
2017-05-14,Paolo Gentiloni,"China, Beijing","[116.3912757, 39.906217]"
2017-05-14,Mauricio Macri,"China, Beijing","[116.3912757, 39.906217]"
2017-05-14,Mauricio Macri,"China, Shanghai","[121.4692071, 31.2322758]"
2017-05-14,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2017-05-14,Shawn Mendes,"Switzerland, Zürich","[8.5410422, 47.3744489]"
2017-05-15,Ed Sheeran,"Chile, Santiago","[-70.6504502, -33.4377756]"
2017-05-15,Vladimir Putin,"China, Beijing","[116.3912757, 39.906217]"
2017-05-15,Paolo Gentiloni,"China, Beijing","[116.3912757, 39.906217]"
2017-05-15,Mauricio Macri,"China, Beijing","[116.3912757, 39.906217]"
2017-05-15,Mauricio Macri,"China, Shanghai","[121.4692071, 31.2322758]"
2017-05-15,Miley Cyrus,"United States, New York City","[-74.0060152, 40.7127281]"
2017-05-15,Emmanuel Macron,"Germany, Berlin","[13.3888599, 52.5170365]"
2017-05-15,Shawn Mendes,"Germany, Munich","[11.5753822, 48.1371079]"
2017-05-16,Ed Sheeran,"Chile, Santiago","[-70.6504502, -33.4377756]"
2017-05-16,Paolo Gentiloni,"China, Beijing","[116.3912757, 39.906217]"
2017-05-16,Mauricio Macri,"China, Beijing","[116.3912757, 39.906217]"
2017-05-16,Mauricio Macri,"China, Shanghai","[121.4692071, 31.2322758]"
2017-05-16,Paolo Gentiloni,"Russia, Sochi","[39.723109, 43.5854823]"
2017-05-16,Jean-Michel Jarre,"United States, Boston","[-71.0582912, 42.3602534]"
2017-05-16,Miley Cyrus,"United States, New York City","[-74.0060152, 40.7127281]"
2017-05-17,Mauricio Macri,"China, Beijing","[116.3912757, 39.906217]"
2017-05-17,Mauricio Macri,"China, Shanghai","[121.4692071, 31.2322758]"
2017-05-17,Donald Trump,"Connecticut, New London","[-72.0997804, 41.3556187]"
2017-05-17,Paolo Gentiloni,"Russia, Sochi","[39.723109, 43.5854823]"
2017-05-17,The Weeknd,"United States, Charlotte","[-80.8430827, 35.2272086]"
2017-05-17,Justin Trudeau,"United States, Redmond","[-122.1238767, 47.6694141]"
2017-05-17,Justin Trudeau,"United States, Washington","[-77.0365427, 38.8950368]"
2017-05-17,Shawn Mendes,"Sweden, Stockholm","[18.0710935, 59.3251172]"
2017-05-18,Mauricio Macri,"China, Beijing","[116.3912757, 39.906217]"
2017-05-18,Mauricio Macri,"China, Shanghai","[121.4692071, 31.2322758]"
2017-05-18,Mauricio Macri,"Japan, Tokyo","[139.7594549, 35.6828387]"
2017-05-18,Justin Trudeau,"United States, Redmond","[-122.1238767, 47.6694141]"
2017-05-18,Brad Paisley,"United States, Saratoga Springs","[-73.7853915, 43.0821793]"
2017-05-18,Jean-Michel Jarre,"United States, Upper Darby","[-75.2737955, 39.9284459]"
2017-05-18,Justin Trudeau,"United States, Washington","[-77.0365427, 38.8950368]"
2017-05-18,The Weeknd,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2017-05-19,Mauricio Macri,"Japan, Tokyo","[139.7594549, 35.6828387]"
2017-05-19,The Weeknd,"United States, Atlantic City","[-74.4229351, 39.3642852]"
2017-05-19,Brad Paisley,"United States, Camden","[-75.1198911, 39.9448402]"
2017-05-19,Jackie Evancho,"United States, Waukegan","[-87.8447938, 42.3636331]"
2017-05-19,Emmanuel Macron,"Mali, Gao","[-0.0412392, 16.2788129]"
2017-05-19,Shawn Mendes,"Norway, Oslo","[10.7389701, 59.9133301]"
2017-05-20,Ed Sheeran,"Argentina, La Plata","[-57.9537638, -34.9206797]"
2017-05-20,Lana Del Rey,"California, Carson","[-118.2517547, 33.8322043]"
2017-05-20,Donald Trump,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2017-05-20,Jackie Evancho,"United States, Carmel","[-86.1189257, 39.9788017]"
2017-05-20,Jean-Michel Jarre,"United States, New York City","[-74.0060152, 40.7127281]"
2017-05-20,Katy Perry,"United States, New York City","[-74.0060152, 40.7127281]"
2017-05-20,Brad Paisley,"United States, Raleigh","[-78.6390989, 35.7803977]"
2017-05-20,Rex Tillerson,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2017-05-21,Donald Trump,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2017-05-21,Nicki Minaj,"United States, Las Vegas","[-115.148516, 36.1672559]"
2017-05-21,Miley Cyrus,"United States, Las Vegas","[-115.148516, 36.1672559]"
2017-05-21,Rex Tillerson,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2017-05-21,Shawn Mendes,"Denmark, Copenhagen","[12.5700724, 55.6867243]"
2017-05-22,Donald Trump,"Israel, Jerusalem","[35.2257626, 31.7788242]"
2017-05-22,Donald Trump,"Israel, Tel Aviv","[34.7818064, 32.0852997]"
2017-05-22,Donald Trump,Palestinian Territory Bethlehem,"[35.2061876, 31.7043556]"
2017-05-22,Donald Trump,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2017-05-22,Jean-Michel Jarre,"United States, Chicago","[-87.6244212, 41.8755616]"
2017-05-22,Katy Perry,"United States, Los Angeles","[-118.242766, 34.0536909]"
2017-05-22,Rex Tillerson,"Saudi Arabia, Riyadh","[46.7160104, 24.638916]"
2017-05-22,Rex Tillerson,"Israel, Tel Aviv","[34.7818064, 32.0852997]"
2017-05-22,Shawn Mendes,"Germany, Hamburg","[10.000654, 53.550341]"
2017-05-23,Ed Sheeran,"Brazil, Curitiba","[-49.2712724, -25.4295963]"
2017-05-23,Donald Trump,"Israel, Jerusalem","[35.2257626, 31.7788242]"
2017-05-23,Donald Trump,"Israel, Tel Aviv","[34.7818064, 32.0852997]"
2017-05-23,Donald Trump,Palestinian Territory Bethlehem,"[35.2061876, 31.7043556]"
2017-05-23,Donald Trump,Rome,"[12.4829321, 41.8933203]"
2017-05-23,The Weeknd,"United States, Rosemont","[-87.8756737, 41.9941334]"
2017-05-23,Miley Cyrus,"United States, Universal City","[-118.3584459, 34.1419417]"
2017-05-23,Donald Trump,Vatican City,"[12.4528349, 41.9034912]"
2017-05-23,Rex Tillerson,"Israel, Tel Aviv","[34.7818064, 32.0852997]"
2017-05-23,Rex Tillerson,Palestinian Territory Bethlehem,"[35.2061876, 31.7043556]"
2017-05-23,Rex Tillerson,Rome,"[12.4829321, 41.8933203]"
2017-05-24,Justin Trudeau,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-05-24,Donald Trump,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-05-24,Mauricio Macri,"Ecuador, Quito","[-78.5123274, -0.2201641]"
2017-05-24,Donald Trump,Rome,"[12.4829321, 41.8933203]"
2017-05-24,The Weeknd,"United States, Auburn Hills","[-83.2341028, 42.6875323]"
